SampleID,Crop,Objective,Collection,Compartment,DateSampled,GrowthStage,Treatment,Rep,Sample,Fungicide,Target_organism,Location,Experiment,Year,richness
Corn2017LeafObjective2Collection3T2R2CAH6,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,A,C,Fungi,Kellogg Biological Station,LTER,2017,15
Corn2017LeafObjective2Collection3T2R2CBA7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,B,C,Fungi,Kellogg Biological Station,LTER,2017,13
Corn2017LeafObjective2Collection3T2R2CCB7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,C,C,Fungi,Kellogg Biological Station,LTER,2017,16
Corn2017LeafObjective2Collection3T2R2FAC7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,A,F,Fungi,Kellogg Biological Station,LTER,2017,20
Corn2017LeafObjective2Collection3T2R2FBD7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,B,F,Fungi,Kellogg Biological Station,LTER,2017,32
Corn2017LeafObjective2Collection3T2R2FCE7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R2,C,F,Fungi,Kellogg Biological Station,LTER,2017,31
Corn2017LeafObjective2Collection3T2R5CAF7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,A,C,Fungi,Kellogg Biological Station,LTER,2017,25
Corn2017LeafObjective2Collection3T2R5CBG7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,B,C,Fungi,Kellogg Biological Station,LTER,2017,18
Corn2017LeafObjective2Collection3T2R5CCH7,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,C,C,Fungi,Kellogg Biological Station,LTER,2017,20
Corn2017LeafObjective2Collection3T2R5FAA8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,A,F,Fungi,Kellogg Biological Station,LTER,2017,33
Corn2017LeafObjective2Collection3T2R5FBB8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,B,F,Fungi,Kellogg Biological Station,LTER,2017,33
Corn2017LeafObjective2Collection3T2R5FCC8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R5,C,F,Fungi,Kellogg Biological Station,LTER,2017,14
Corn2017LeafObjective2Collection3T2R6CAD8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,A,C,Fungi,Kellogg Biological Station,LTER,2017,12
Corn2017LeafObjective2Collection3T2R6CBE8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,B,C,Fungi,Kellogg Biological Station,LTER,2017,22
Corn2017LeafObjective2Collection3T2R6CCF8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,C,C,Fungi,Kellogg Biological Station,LTER,2017,21
Corn2017LeafObjective2Collection3T2R6FAG8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,A,F,Fungi,Kellogg Biological Station,LTER,2017,36
Corn2017LeafObjective2Collection3T2R6FBH8,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,B,F,Fungi,Kellogg Biological Station,LTER,2017,18
Corn2017LeafObjective2Collection3T2R6FCA9,Corn,Objective 2,3,Leaf,7/31/17,V15,No-till,R6,C,F,Fungi,Kellogg Biological Station,LTER,2017,29
T1R1AR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,21
T1R1BR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,12
T1R1CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,15
T1R1CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,22
T1R1CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,18
T1R1CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,20
T1R1CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,18
T1R1CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,21
T1R1CR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,19
T1R1FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,15
T1R1FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,11
T1R1FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,10
T1R1FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,10
T1R1FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,7
T1R1FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,6
T1R1FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R1,C,F,Fungi,Kellogg Biological Station,LTER,2018,16
T1R1FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R1,C,F,Fungi,Kellogg Biological Station,LTER,2018,16
T1R1FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R1,C,F,Fungi,Kellogg Biological Station,LTER,2018,15
T1R2CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,7
T1R2CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,28
T1R2CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,22
T1R2CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,9
T1R2CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,19
T1R2CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,15
T1R2CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,14
T1R2CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,21
T1R2CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,18
T1R2FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,13
T1R2FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,11
T1R2FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,12
T1R2FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,12
T1R2FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,8
T1R2FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,4
T1R2FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,15
T1R2FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,8
T1R2FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,10
T1R5CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,25
T1R5CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,18
T1R5CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,23
T1R5CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,18
T1R5CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,16
T1R5CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,22
T1R5CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,19
T1R5CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,14
T1R5CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,17
T1R5FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,22
T1R5FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,9
T1R5FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,7
T1R5FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,13
T1R5FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,14
T1R5FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,9
T1R5FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,23
T1R5FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,9
T1R5FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,6
T1R6CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,25
T1R6CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,22
T1R6CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,20
T1R6CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,27
T1R6CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,19
T1R6CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,15
T1R6CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,23
T1R6CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,22
T1R6CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,13
T1R6FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,18
T1R6FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,13
T1R6FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,17
T1R6FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,19
T1R6FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,10
T1R6FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,11
T1R6FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,Conv.,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,17
T1R6FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,Conv.,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,5
T1R6FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,Conv.,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,16
T2R1CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,20
T2R1CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,25
T2R1CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R1,A,C,Fungi,Kellogg Biological Station,LTER,2018,18
T2R1CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,21
T2R1CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,17
T2R1CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R1,B,C,Fungi,Kellogg Biological Station,LTER,2018,15
T2R1CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,22
T2R1CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,27
T2R1CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R1,C,C,Fungi,Kellogg Biological Station,LTER,2018,20
T2R1FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,25
T2R1FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,11
T2R1FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R1,A,F,Fungi,Kellogg Biological Station,LTER,2018,12
T2R1FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,39
T2R1FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,12
T2R1FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R1,B,F,Fungi,Kellogg Biological Station,LTER,2018,9
T2R1FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R1,C,F,Fungi,Kellogg Biological Station,LTER,2018,19
T2R1FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R1,C,F,Fungi,Kellogg Biological Station,LTER,2018,7
T2R2CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,18
T2R2CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,24
T2R2CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,A,C,Fungi,Kellogg Biological Station,LTER,2018,16
T2R2CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,18
T2R2CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,17
T2R2CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,B,C,Fungi,Kellogg Biological Station,LTER,2018,16
T2R2CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,14
T2R2CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,22
T2R2CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,C,C,Fungi,Kellogg Biological Station,LTER,2018,25
T2R2FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,22
T2R2FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,10
T2R2FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,A,F,Fungi,Kellogg Biological Station,LTER,2018,13
T2R2FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,13
T2R2FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,8
T2R2FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,B,F,Fungi,Kellogg Biological Station,LTER,2018,13
T2R2FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,15
T2R2FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,10
T2R2FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R2,C,F,Fungi,Kellogg Biological Station,LTER,2018,10
T2R5CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,25
T2R5CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,19
T2R5CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,A,C,Fungi,Kellogg Biological Station,LTER,2018,17
T2R5CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,13
T2R5CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,16
T2R5CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,B,C,Fungi,Kellogg Biological Station,LTER,2018,19
T2R5CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,15
T2R5CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,9
T2R5CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,C,C,Fungi,Kellogg Biological Station,LTER,2018,19
T2R5FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,15
T2R5FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,5
T2R5FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,A,F,Fungi,Kellogg Biological Station,LTER,2018,12
T2R5FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,14
T2R5FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,5
T2R5FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,B,F,Fungi,Kellogg Biological Station,LTER,2018,17
T2R5FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,11
T2R5FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,6
T2R5FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R5,C,F,Fungi,Kellogg Biological Station,LTER,2018,28
T2R6CAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,18
T2R6CAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,15
T2R6CAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,A,C,Fungi,Kellogg Biological Station,LTER,2018,19
T2R6CBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,15
T2R6CBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,14
T2R6CBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,B,C,Fungi,Kellogg Biological Station,LTER,2018,20
T2R6CCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,14
T2R6CCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,23
T2R6CCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,C,C,Fungi,Kellogg Biological Station,LTER,2018,24
T2R6FAR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,11
T2R6FAR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,8
T2R6FAR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,A,F,Fungi,Kellogg Biological Station,LTER,2018,7
T2R6FBR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,11
T2R6FBR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,7
T2R6FBR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,B,F,Fungi,Kellogg Biological Station,LTER,2018,14
T2R6FCR3L,Soy,Objective 2,1,Leaf,8/3/18,R3,No-till,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,21
T2R6FCR4L,Soy,Objective 2,2,Leaf,8/16/18,R4,No-till,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,9
T2R6FCR6L,Soy,Objective 2,3,Leaf,8/27/18,R6,No-till,R6,C,F,Fungi,Kellogg Biological Station,LTER,2018,14